Timestamp,Site ID,Title,Link,Details
2026-06-18T14:25:12.749192,hse_kerala,"REVALUATION,SCRUTINY RESULT - FIRST YEAR IMPROVEMENT MARCH 2026",https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a33e872adf94f5a110d8432,
2026-06-19T13:51:19.672672,hse_kerala,KPSC- SERVICE VERIFICATION - WAYANAD- LAB ASSISTANT DATED 19/06/2026,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a352df1c459c292f4026c30,
2026-06-20T09:44:30.787587,hse_kerala,KPSC - SERVICE VERIFICATION - TVPM - LAB ASSISTANT DATED 18/06/2026,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a36342abc5dcd6cb5021955,
2026-06-20T11:46:41.143847,hse_kerala,YOGA DAY CELEBRATION ON 22.06.2026-INSTRUCTIONS,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a367ae5274779148503340e,
2026-06-20T11:46:44.394040,hse_kerala,HSST jr. Common Pool - Final Seniority List,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a3676e11fe8ef8f960b4676,
2026-06-22T11:24:33.859182,ugc_net_notices,Public Notice dated: 22.06.2026,https://cdnbbsr.s3waas.gov.in/s301eee509ee2f68dc6014898c309e86bf/uploads/2026/06/20260622477163215.pdf,title: Public Notice dated: 22.06.2026; date: 2026-06-22; important_dates: Scanned PDF - Details could not be extracted automatically.; summary: Public Notice dated: 22.06.2026; pdf_url: https://cdnbbsr.s3waas.gov.in/s301eee509ee2f68dc6014898c309e86bf/uploads/2026/06/20260622477163215.pdf; notice_url: https://ugcnet.nta.nic.in/
2026-06-22T11:24:37.942197,hse_kerala,KPSC SERVICE VERIFICATION - PATHANAMTHITTA - LAB ASSISTANT DATED 19/06/2026,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a3903d4f240ad545207d292,
2026-06-23T06:14:45.386744,hse_kerala,പരിപത്രം,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a3a1bbcf677868fd0037d83,
2026-06-23T10:07:01.729243,hse_kerala,CIRCULAR FOR UPDATING DHSE TRANSFER SITE,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a3a25aeee5766d7e30ec47c,
2026-06-24T05:51:18.594071,hse_kerala,CIRCULAR,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a3b580e41116334e10e80d5,
2026-06-24T12:10:51.637542,hse_kerala,2026-27- -DUPLICATE /FAKE COPY OF TEXT BOOK -INSTRUCTIONS,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a3bbc4db3a7312dca0831a8,
2026-06-25T07:55:43.104167,hse_kerala,HSST JUNIOR TO SENIOR ( ZOOLOGY) BYTRANSFER APPOINTMENT CR CALLING CIRCULAR,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a3cb6a90a40ef0aba0f0104,
2026-06-29T09:19:49.301710,hse_kerala,Order,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a42079724172cc2fc0a64b0,
2026-06-30T06:19:17.345249,hse_kerala,സർക്കുലർ,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a4348f5d694e56fbc0f6662,
2026-06-30T10:08:40.946173,hse_kerala,PRINCIPAL TRANSFER NORMS - CLARIFICATION ORDER,https://www.hseportal.kerala.gov.in/hse/portal/icp/dow/6a436387c3f0b657300c1f90,
2026-06-30T12:25:06.536313,kpsc_notifications,"Secretary, Local Self Government Institutions - Local Self Government (ERA) Department (Cat.No.39&40/2026)",http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-39-40-26.pdf,"post_name: Secretary, Local Self Government Institutions (By Transfer; category_number: 039 /2026 & 040/2026; department: Local Self Government (ERA) Department; qualification: - I. For By Transfer Recruitment from among the employees of Municipal Common Service (1) Degree in any discipline from a recognized university and Kerala and Kerala Municipal Test. II. For By Transfer Recruitment from among the Employees of Urban Affairs Department (1) Degree in any discipline from a recognized university and Account Test (Lower). G. O. (P) No. 74/2022/LSGD G. O. (P) No. 96/2010/LSGD NOTE (1) Applicants should produce a Service Certificate in the form prescribed below from the Head of Office and the same shall be uploaded in their profile and the original shall be produced as and when required by the Commission. SERVICE CERTIFICATE (Should produce in Original); pay_scale: ₹ 51,400-1,10,300/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-39-40-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:25:12.683815,kpsc_notifications,Medical Officer (Homoeo) By Transfer - Homoeopathy (Cat.No.41-43/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-41-43-26.pdf,"post_name: Medical Officer (Homoeo) By Transfer; category_number: 041 /2026 to 04 3 /2026; department: Homoeopathy; qualification: - (1) Degree in Homoeopathy awarded by any University in Kerala. OR Any other Degree declared as equivalent to the above by Universities in Kerala/ Government of Kerala or included in the Second Schedule of the Homoeopathy Central Council Act 1973. (2) Successful completion of House Surgency/Internship. (3) 'A' class Registration with the Registrar of Travancore Cochin Medical Council, Kerala. (4) Should be an approved probationer/Full member of the Homoeopathy service as Nurse (Homoeo) / Pharmacist(Homoeo) / Clerk. Note: (a) Rule 10(a) (ii) of Part II of KS & SSR is applicable. In addition to the qualifications prescribed in the notification, the qualifications recognized by executive orders, or standing orders of Government as equivalent to a qualification specified for a post, in the Special Rules or found acceptable by the Commission in cases where acceptance of equivalent qualifications is provided for in the rules and such of those qualifications which pre-suppose the acquisition of the lower qualification prescribed for the post, shall also be sufficient for the post. The copy of the Government orders declaring equivalent/higher qualifications shall be produced as and when required by the Commission. (b) Service Certificate in the form given below obtained from the Head of the Department shall be uploaded at the time of submitting application and must be produced the original Service Certificate at the time of verification otherwise the application will not be accepted. SERVICE CERTIFICATE (To be submitted to the Kerala Public Service Commission); age_limit: Not applicable.; pay_scale: ₹ 55,200 – 1,15,300/-; last_date: 05.08.2026 Wednesday upto 12.00 midnight.; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-41-43-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:25:23.257982,kpsc_notifications,Assistant Engineer (Electrical) - Kerala State Housing Board (Cat.No.44/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-44-26.pdf,"post_name: Assistant Engineer (Electrical); category_number: 044 /2026; pay_scale: ` 51,400-1,10,300/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-44-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:25:30.290897,kpsc_notifications,Fisheries Extension Officer - Fisheries Department (Cat.No.45/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-45-26.pdf,"post_name: Fisheries Extension Officer; category_number: 045 /2026; department: Fisheries Department; qualification: A Bachelors degree in Fisheries Science from a recognized University OR A Masters Degree in Fisheries Science/Industrial Fisheries/ Mariculture / Marine Biology/ Coastal Aquaculture/Aquatic Biology and Fisheries/Aquaculture/ Aquaculture and Fishery Microbiology/Capture and Culture Fisheries/ Aquaculture and Fishery Biology/Applied Fisheries and Aquaculture/Fish Processing Technology and Aquaculture/Aquaculture Engineering/ Zoology from a recognized University. GO (P) No 01/2019/ F&PD dt 29.01.2019 (SRO No 90/2019) Note: - i. Rule 10(a) (ii) of Part II KS&SSR is applicable. ii. In addition to the qualifications prescribed in the notification, the qualifications recognized by executive orders or standing orders of Government as equivalent to a qualification specified for a post, in the Special Rules and such of those qualifications which pre-suppose the acquisition of the lower qualification prescribed for the post, shall also be sufficient for the post. The copy of the Government orders declaring equivalent/higher qualifications shall be produced as and when required by the Commission. iii. The Degrees/Diplomas awarded by UGC approved Universities or Institutions established through an Act passed by Parliament/State Legislative Assembly in accordance with the conditions laid down in G.O (M.S) No.526/PD dated; age_limit: 18 – 40. Only candidates born between 02.01.1986 and 01.01.2008 (both dates included) are eligible to apply for this post with usual relaxation to Scheduled Castes, Scheduled Tribes and Other Backward Communities. (For other conditions regarding age relaxation please see para 2 of the General Conditions); pay_scale: ₹ 50,200-1,05,300/-; last_date: - 05.08.2026 Wednesday up to 12 Midnight.; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-45-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:25:37.982633,kpsc_notifications,Geological Assistant - Land Use Department (Cat.No.46/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-46-26.pdf,"post_name: Geological Assistant; category_number: 046 /2026; department: Land Use Department; qualification: Post Graduate Degree in Geology / Marine Geology or its equivalent from a UGC recognized University or National Institute established by the Government of India or Institution established by the Government of Kerala. (G.O.(P) No:11/2025/P& EA dtd: 08/09/2025) Note : 1. Rule 10 a (ii) of part II KS & SSR is applicable.; age_limit: 18-40. Only candidates born between 02.01.1986 and 01.01.2008 (both dates included) are eligible to apply for this post with usual relaxation to SC/ST and other Backward Communities. (For conditions regarding the age relaxation please see Part II Para 2 of the General Conditions of the Gazette Notification).; pay_scale: र 43,400 - 91,200/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-46-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:25:48.463285,kpsc_notifications,Station Officer (Trainee) - Fire and Rescue Services (Cat.No.47/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-47-26.pdf,"post_name: Station Officer (Trainee); category_number: 047 /2026; department: Fire and Rescue Services; qualification: - 1) a) Essential: Graduation in Science from a recognized University preferably in Chemistry. Note : KS & SSR Part II Rule 10 (a) ii is applicable. b) In addition to the qualifications prescribed in the Notification, the qualifications recognized by executive orders or standing orders of Government as equivalent to a qualification specified for the post, in the special rules or found acceptable by the Commission in cases where acceptance of equivalent qualifications is provided for in the rules and such of those qualifications which pre-suppose the acquisition of the lower qualification prescribed for the post, shall also be sufficient for the post. The copy of the Government Orders declaring equivalent/ higher qualifications shall be produced as and when required by the Commission. c) Preferential:- A good record in Sports and Games. Note i: Only International, National, Interzonal, Inter-state or State sporting events organised or re-organised by any of the organizations listed in Appendix VII of the Kerala Service Rules shall be accepted for this purpose. Note ii: Preferential qualification mentioned above shall come within the meaning of G.O (Ms) 50/70/PD dated 12.2.1970. 2) Physical Qualifications: The Candidates must possess the following minimum physical standards as prescribed below For General For SC/ST Candidates Candidates (a) Height (without Footwear) 165 cms 160 cms (b) Weight 50 kgs 48 kgs (c) Chest 81 cms 76 cms (d) Chest Expansion 5 cms 5 cms Note:1 Physical Measurement of the candidates will be taken prior to the Physical Efficiency test and those who do not satisfy the prescribed Physical standards will not be allowed to participate in the Physical Efficiency test under any circumstances. Note :2 If accidents or injuries happen to a candidate in the Physical Efficiency Test, he will not be given further chance to participate in the test. Note:3 The tentative schedule of the PET will be published in the Official Website of KPSC. 3) Visual Stantards: Must possess the Visual Standards specified below without glasses. Right Eye Left Eye (a) Distant Vision 6/6 Snellen 6/6 Snellen (b) Near Vision 0.5 Snellen 0.5 Snellen (c) Field of Vision Full Full Note 1: (a) Each eye must have full field of vision. (b) Colour Blindness, Squint or any morbid conditions of the eyes or lids of either eye shall be a disqualification for appointment. Note 2 : Must be certified to possess the visual standards specified above without glasses. Candidates should produce a Medical Certificate issued by a Medical Officer not below the rank of a Civil Surgeon as to the candidates physique, fitness and capacity for rough outdoor work and also of the visual standards when the commission intimates. MEDICAL CERTIFICATE [to be obtained from a Medical Officer not below the rank of a Civil Surgeon] I have this day, medically examined Sri............................................................................ ….........................................................................................................................................................………............... (Name & Address) and found that he has no disease or infirmity, his hearing is perfect, his muscles and joints are free from paralysis and all joints are with free movements and his nervous system is perfectly normal and free from any infectious diseases which would render him unsuitable for Government Service. His age, according to his own statement is …………and by appearance is …........... His standards of vision are as follows:- I. STANDARDS OF VISION (without glasses) Eye sight Right Eye Left Eye; age_limit: 20-35 Candidates born between 02.01.1991 and 01.01.2006 (both dates included) only eligible to apply for this post. Other Backward Communities and SC/ST candidates are eligible for usual age relaxation. In the case of Clerks of Fire & Rescue Department the upper age limit for appointment as Station Officer by direct recruitment shall be 43 years. Other conditions regarding age relaxations are not applicable to this post.; pay_scale: ` 43,400 - 91,200/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-47-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:25:55.858301,kpsc_notifications,Workshop Instructor/Demonstrator/Instructor Gr.II/Draftsman Gr.II in Electrical Engineering-Technical Education (Cat.No.48/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-48-26.pdf,"post_name: Workshop Instructor/Demonstrator/Instructor Gr.II/; category_number: 048 /2026; department: Technical Education; qualification: Diploma in the appropriate branch of Engineering/ Technology awarded by a University / Government after undergoing regular course of study for not less than three years or its equivalent. (GO(P)No.503/2012/H.Edn. Dated 12.10.2012) EQUIVALENT/HIGHER QUALIFICATION Note : III (a) Rule 10(a) (ii) of Part II of KS &SSR is applicable. (b) In addition to the qualifications prescribed in the notification, the qualifications recognized by executive orders, or standing orders of the Government as equivalent to the qualification specified for the post, in the Special Rules or qualifications found acceptable by the Commission since acceptance of equivalent qualification is provided for in the Rules and such of those qualifications which pre-suppose the acquisition of the lower qualification prescribed for the post, shall also be sufficient for the post. The copy of the Government orders declaring equivalent/higher qualifications shall be produced as and when required by the Commission. (c) The Degrees/Diplomas awarded by UGC approved Universities or Institutions established through an act passed by Parliament /State Legislative Assembly in accordance with the conditions laid down in G.O(MS)No. 526/PD dated 17.07.1965 are aceptable for appointment in Government Services. (Link) https://www.keralapsc.gov.in/sites/default/files/inline-files/circular_12_18_1.pdf; age_limit: 18-40. Only candidates born between 02.01.1986 and 01.01.2008 (both dates included) are eligible to apply for this post. Other backward Communities and SC/ST candidates are eligible for usual age relaxation. (For other conditions regarding age relaxation please see Para 2 of Part II General Conditions of the Gazette notification.); pay_scale: ` 41,300 - 87,000/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-48-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:01.932750,kpsc_notifications,Store Keeper - Oil Palm India Ltd (Cat.No.49/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-49-26.pdf,"post_name: Store Keeper; category_number: 049 /2026; pay_scale: ` 35,600-75,400/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-49-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:07.973696,kpsc_notifications,Computer Assistant Gr. II - Universities in Kerala (Cat.No.50/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-50-26.pdf,"post_name: Computer Assistant Gr. II; category_number: 050 /2026; department: Universities in Kerala; qualification: 1. SSLC or its equivalent.; pay_scale: ` 27,900 – 63,700 /-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-50-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:18.913897,kpsc_notifications,Boat Syrang - Karala State Water Transport (Cat.No.51/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-51-26.pdf,"post_name: Boat Syrang; category_number: 051 /2026; department: Karala State Water Transport; qualification: 1)Pass in SSLC or its equivalent qualification. 2) Must posses a valid Syrang License issued by an authority specified under the Kerala Inland Vessels Rules, 2010 / Mercantile Marine Department (MMD) licenses. Note :- 1 Rule 10 a (ii) of part II of KS&SSR is applicable. 2 In addition to the qualifications prescribed in the notification, the qualifications recognized by executive orders or standing orders of Government as equivalent to a qualification specified for a post, in the Special Rules and such of those qualifications which pre-suppose the acquisition of the lower qualification prescribed for the post, shall also be sufficient for the post. The copy of the Government orders declaring equivalent/higherqualifications shall be produced as and when required by the Commission. Probation : Every person appointed to this post shall from the date on which he joins duty be on probation for a period of two years on duty within a continuous period of three years.; age_limit: 18-40, Only candidates born between 02.01.1986 and; pay_scale: ₹ 26,500-60,700/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-51-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:24.732341,kpsc_notifications,Fitter (By Transfer) - Kerala Water Authority (Cat.No.52/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-52-26.pdf,"post_name: Fitter (By Transfer); category_number: 052 /2026; pay_scale: ` 25,800-59,300/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-52-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:31.114264,kpsc_notifications,Upholsterer - Kerala State Water Transport (Cat.No.53/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-53-26.pdf,"post_name: Upholsterer; category_number: 053 /2026; department: Kerala State Water Transport; qualification: (i) Pass in SSLC or its equivalent qualification. (ii) National Trade Certificate in the trade of Upholstery. (iii) In the absence of candidates possessing the qualification under item (ii) above, Experience Certificate proving three years of experience in Upholstery works issued by a Governement/Quasi Government/Public Sector Undertaking or Registered Private Sector Undertaking. Note:- Proficiency of the candidate shall be evaluated by a Practical Test , conducted by the Kerala Public Service Commission. Note:- (a) Rule 10(a) ii of Part II of KS & SSR is applicable. (b) In addition to the qualifications prescribed in this notification, the qualifications recognized by executive orders, or standing orders of Government as equivalent to a qualification specified for a post, in the Special Rules and such of those qualifications which pre-suppose the acquisition of the lower qualification prescribed for the post, shall also be sufficient for the post. The copy of the Government orders declaring equivalent/higher qualifications shall be produced as and when required by the Commission. Candidates should produce experience certificate in the format given below: CERTIFICATE OF EXPERIENCE Name of Firm : (Govt./quasi Govt./public sector undertaking/ regd. private sector undertaking) Registration Number [SSI Registration or any : other Registration Number and Date of Registration] Authority from where registration obtained : Issued to Sri/Smt. …..........................…..................................................................................... …................................................................................. (here enter name and address of the candidate). This is to certify that the above mentioned person has been doing/ /is doing Upholstery Works in this Institution as Regular worker/Temporary worker/ Apprentice/Trainee/Casual Labourer(Strike off whichever is not applicable) on Rs. ............................. per day/ per mensem for a period of …........... years ................ months ............... days from …../...../.......to …../...../..... (DD/MM/YYYY format) Place : Signature with Date Date : Name Designation of the issuing Authority with Name of Institution (Office Seal) DECLARATION Certified that Sri/Smt .................................................................................... mentioned in the above experience certificate has been doing /is doing Upholstery Works in the above institution during the period mentioned therein as per the entry in the above ......................................................................register (Name of the register to be specified) maintained by the employer as per the provision of the................................…........ Act (Name of Act/Rules to be specified). Also certified that I am the authorized officer to inspect the registers kept by the employer, as per the provisions of the …........................................Act/Rules of the State/Central Government. Place: Signature with Date Date: Name of Attesting Officer with Designation and Name of Office, who is the notified enforcement officer as per Act/Rules (Office Seal) Note: The veracity of the experience certificate will be subjected to scrutiny and legal actions will be initiated against those who issue or produce bogus certificate.; pay_scale: ` 25,100 - 57,900/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-53-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:38.309168,kpsc_notifications,Confidential assistant (Direct Recruitment) - Kerala Live Stock Development Board Ltd. (Cat.No.54/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-54-26.pdf,"post_name: Confidential assistant (Direct Recruitment); category_number: 054 /2026; age_limit: 18-40 Only candidates born between 02.01.1986 and 01.01.2008 (both dates included) are eligible to apply for this post. Other Backward Communities and SC/ST candidates are eligible for usual age relaxation. In no case the maximum upper age limit shall exceed 50 (fifty) years.; pay_scale: ₹ 20,000-45,800/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-54-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:44.585352,kpsc_notifications,Confidential Assistant (By Transfer) - Kerala Live Stock Development Board Ltd. (Cat.No.55/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-55-26.pdf,"post_name: Confidential Assistant (By Transfer); category_number: 055 /2026; qualification: 1. B.A/B.Sc./B.Com. Degree of a recognized university or its equivalent qualification. (for those per- sons who were appointed prior to 02.09.1991, SSLC will be sufficient); age_limit: 18-50. Only candidates born between 02.01.1976 and 01.01.2008 (both dates included) are eligible to apply for this post. In no case the maximum upper age limit shall exceed 50 (fifty) years. [Para regarding Age Relaxation in General Conditions are not applicable for this Selection]; pay_scale: ₹ 20,000-45,800/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-55-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:26:55.290317,kpsc_notifications,Private Secretary to Managing Director - Kerala State Poultry Development Corporation Limited (Cat.No.56/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-56-26.pdf,post_name: Private Secretary to Managing Director; category_number: 056 /2026; qualification: 1. Pass in Plus two or equivalent.; pay_scale: Rs. 9940 - 16580/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-56-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026
2026-06-30T12:27:00.927031,kpsc_notifications,Pre-Primary Teacher (Kannada) - General Education (Cat.No.57/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-57-26.pdf,"post_name: Pre-Primary Teacher (Kannada); category_number: 057 /2026; department: General Education; qualification: - 1) A Pass in SSLC examination conducted by the Commissioner for Government Examinations, Kerala or its equivalent 2) A Certificate of succcessful Completion of Nursery Training issued by the Kerala Government or the former Travancore – Cochin Government or the former Travancore or Cochin Government. OR Nursery Training Certificate issued by the State Council for Child Welfare. OR Balasevika Training certificate issued by the State Council for Child Welfare. OR Pre- Primary Teachers Training Certificate issued by the commissioner for Government Examinations, Kerala. Preference will be given to TTC or TSLC holders with any of the above Qualifications. NOTE:- Persons with the academic qualifications of a pass in SSLC with first language Kannada in addition to the other prescribed qualifications for the category will only be appointed. EQUIVALENT/HIGHER QUALIFICATIONS Note :; age_limit: 18-44. Candidates should be born between 02.01.1982 and 01.01.2008 (Both dates included). SC/ST candidates and Other Backward Communities are eligible for usual age relaxation. Note :- For concessions allowed in upper age limit, subject to the condition that the maximum age limit shall in no case exceed 50 years, please see para (2) of the General Conditions under Part II of this Notification.; pay_scale: ₹ 35,600-75,400/-; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-57-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
2026-06-30T12:27:06.931361,kpsc_notifications,Assistant (Special Recruitment for ST Only) - General Administration Department (Secretariat) (Cat.No.58/2026),http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-58-26.pdf,"post_name: Assistant (Special Recruitment for ST Only); category_number: 058 /2026; department: General Administration Department (Secretariat); qualification: (i) A Degree in any faculty from a recognized University or its equivalent Note :- 1) Rule 10 (a) (ii) of part II of KS & SSR is applicable. 2) In addition to the qualifications prescribed in the notification, the qualifications recognized by Executive Orders or Standing Orders of Government as equivalent to a qualification specified for a post, in the Special Rules or found acceptable by the Commission in cases where acceptance of equivalent qualifications is provided for in the rules and such of those qualifications which pre-suppose the acquisition of the lower qualification prescribed for the post, shall also be sufficient for the post. The copy of the Government orders declaring equivalent / higher qualifications shall be produced as and when required by the Commission. 3) The Degrees / Diplomas awarded by UGC approved Universities or Institutions established through an Act passed by the Parliament/State Legislative Assembly in accordance with the conditions laid down in G.O(M.S) No. 526/PD dated 17.07.1965 are acceptable for appointment in Government Services. (Link) https://www.keralapsc.gov.in/sites/default/files/inline-files/circular_12_18_1.pdf; pay_scale: ₹39,300 – 83,000/; pdf_url: http://www.keralapsc.gov.in/sites/default/files/2026-06/noti-58-26.pdf; notification_url: https://www.keralapsc.gov.in/extra-ordinary-gazette-date-30062026"
